Date,From Account,From Sender,To Account,To Recipient,Amount in Euro
2023-06-14,A004,John Doe,A004,Tech Solutions,3936.5
2023-03-15,A003,Bob Brown,A003,ABC Inc,5114.47
2023-03-06,A005,Charlie Davis,A005,123 Services,3830.16
2023-06-28,A004,John Doe,A004,123 Services,186.57
2023-06-28,A002,John Doe,A001,XYZ Corp,6488.77
2023-08-22,A001,Alice Johnson,A005,Tech Solutions,6652.03
2023-06-06,A001,Bob Brown,A002,Tech Solutions,3411.8
2023-08-03,A001,Alice Johnson,A001,XYZ Corp,5168.01
2023-05-22,A002,Charlie Davis,A005,123 Services,4843.03
2023-02-20,A004,Charlie Davis,A004,Global Traders,1993.81
2023-02-04,A004,Alice Johnson,A004,Tech Solutions,2973.34
2023-05-09,A004,Jane Smith,A004,Tech Solutions,7561.68
2023-02-27,A001,John Doe,A001,XYZ Corp,3301.59
2023-03-07,A002,John Doe,A004,Tech Solutions,6173.44
2023-05-18,A002,Alice Johnson,A003,Tech Solutions,2950.88
2023-03-26,A003,Bob Brown,A003,123 Services,3795.2
2023-03-24,A001,Jane Smith,A005,ABC Inc,3058.69
2023-09-26,A003,Alice Johnson,A005,Tech Solutions,8759.53
2023-01-04,A001,Alice Johnson,A005,XYZ Corp,8561.41
2023-03-28,A002,Bob Brown,A003,Tech Solutions,1491.0
2023-03-06,A003,Jane Smith,A005,ABC Inc,2836.46
2023-04-14,A005,Jane Smith,A003,Tech Solutions,6600.12
2023-10-13,A003,Jane Smith,A001,ABC Inc,852.97
2023-05-31,A001,Jane Smith,A003,Global Traders,7862.53
2023-01-04,A003,Bob Brown,A005,Global Traders,2438.72
2023-11-26,A001,Charlie Davis,A002,XYZ Corp,3122.96
2023-06-03,A005,Bob Brown,A001,Tech Solutions,7717.0
2023-01-11,A002,Jane Smith,A002,XYZ Corp,939.23
2023-09-05,A005,Charlie Davis,A005,ABC Inc,5123.14
2023-07-24,A002,John Doe,A004,XYZ Corp,7260.98
2023-01-31,A001,Charlie Davis,A003,ABC Inc,7399.68
2023-06-17,A001,John Doe,A005,Tech Solutions,4469.06
2023-09-20,A002,Charlie Davis,A004,123 Services,3003.48
2023-12-11,A005,Jane Smith,A005,123 Services,7219.9
2023-02-10,A002,John Doe,A002,ABC Inc,930.47
2023-06-02,A004,John Doe,A002,XYZ Corp,1469.33
2023-06-08,A001,John Doe,A005,Tech Solutions,1816.64
2023-04-29,A002,Jane Smith,A004,XYZ Corp,9159.25
2023-11-04,A005,John Doe,A005,Tech Solutions,1276.64
2023-10-23,A005,Alice Johnson,A002,Tech Solutions,871.67
2023-11-28,A004,Alice Johnson,A005,Tech Solutions,7249.7
2023-10-30,A001,Alice Johnson,A002,Tech Solutions,8823.87
2023-08-05,A005,Jane Smith,A005,XYZ Corp,7887.23
2023-08-06,A004,Bob Brown,A001,Global Traders,6926.32
2023-10-29,A004,Charlie Davis,A001,XYZ Corp,1748.92
2023-07-07,A004,Bob Brown,A004,123 Services,8106.18
2023-06-11,A001,Jane Smith,A001,ABC Inc,4177.89
2023-03-27,A002,John Doe,A005,ABC Inc,1170.89
2023-09-27,A002,Alice Johnson,A002,XYZ Corp,9029.33
2023-10-31,A005,Charlie Davis,A003,123 Services,9627.38
2023-03-29,A004,Jane Smith,A001,ABC Inc,9611.27
2023-01-22,A002,John Doe,A004,XYZ Corp,7536.61
2023-08-10,A004,Charlie Davis,A002,XYZ Corp,6451.85
2023-02-03,A004,John Doe,A001,ABC Inc,246.39
2023-10-07,A004,Jane Smith,A002,Global Traders,5582.69
2023-02-09,A001,Jane Smith,A005,Global Traders,6307.07
2023-02-26,A005,Alice Johnson,A003,Global Traders,4420.22
2023-11-14,A004,Jane Smith,A001,123 Services,9945.96
2023-11-06,A004,John Doe,A003,Tech Solutions,4271.06
2023-09-27,A002,Jane Smith,A005,ABC Inc,8735.9
2023-11-21,A002,Charlie Davis,A001,ABC Inc,5778.21
2023-12-02,A005,Jane Smith,A002,123 Services,6501.82
2023-07-09,A005,Jane Smith,A004,ABC Inc,8814.47
2023-04-02,A001,Jane Smith,A001,123 Services,4046.23
2023-09-12,A001,Jane Smith,A004,ABC Inc,9246.86
2023-10-18,A003,Alice Johnson,A005,Tech Solutions,9448.93
2023-02-26,A003,John Doe,A003,Tech Solutions,2216.83
2023-03-20,A002,Jane Smith,A004,ABC Inc,9738.28
2023-09-07,A003,Jane Smith,A005,Global Traders,1879.21
2023-06-11,A005,Bob Brown,A005,123 Services,5770.15
2023-05-23,A005,Charlie Davis,A003,XYZ Corp,7669.04
2023-09-22,A003,Jane Smith,A002,Global Traders,7160.7
2023-02-10,A004,Jane Smith,A004,ABC Inc,9202.93
2023-07-17,A002,Charlie Davis,A005,123 Services,6812.76
2023-02-21,A005,John Doe,A004,XYZ Corp,2781.16
2023-11-13,A002,Alice Johnson,A003,123 Services,5972.39
2023-02-13,A002,Jane Smith,A002,123 Services,2518.2
2023-03-20,A001,John Doe,A002,XYZ Corp,3866.0
2023-04-29,A001,Jane Smith,A001,ABC Inc,1148.26
2023-05-14,A003,Alice Johnson,A001,Tech Solutions,6260.26
2023-05-20,A002,Bob Brown,A004,Global Traders,5554.46
2023-11-26,A003,Charlie Davis,A003,123 Services,2041.08
2023-04-06,A004,Bob Brown,A005,Global Traders,4375.14
2023-01-08,A002,John Doe,A003,Tech Solutions,639.05
2023-03-01,A004,John Doe,A004,XYZ Corp,8870.83
2023-08-24,A003,Charlie Davis,A002,123 Services,3811.52
2023-10-18,A005,Charlie Davis,A005,Tech Solutions,7461.7
2023-11-02,A003,John Doe,A004,XYZ Corp,6756.51
2023-05-07,A003,John Doe,A003,XYZ Corp,8469.54
2023-11-15,A003,Alice Johnson,A003,123 Services,2302.84
2023-10-07,A005,Jane Smith,A005,ABC Inc,9762.21
2023-11-17,A001,John Doe,A004,123 Services,573.46
2023-12-07,A004,Jane Smith,A003,ABC Inc,6166.8
2023-02-26,A004,Bob Brown,A004,Global Traders,2831.62
2023-09-24,A002,Alice Johnson,A002,ABC Inc,1111.89
2023-03-30,A005,Bob Brown,A001,XYZ Corp,751.33
2023-08-08,A004,Jane Smith,A005,ABC Inc,4003.83
2023-09-29,A002,Bob Brown,A002,123 Services,5688.86
2023-03-04,A004,John Doe,A004,XYZ Corp,6050.53
2023-03-25,A001,Bob Brown,A001,Global Traders,430.41
2023-08-26,A004,Bob Brown,A005,ABC Inc,7248.39
2023-01-11,A002,Charlie Davis,A001,XYZ Corp,4652.35
2023-04-28,A001,John Doe,A001,XYZ Corp,9855.48
2023-09-19,A002,Charlie Davis,A003,Tech Solutions,5636.35
2023-09-16,A005,Charlie Davis,A003,Global Traders,8865.44
2023-11-16,A003,John Doe,A004,XYZ Corp,2605.29
2023-04-04,A001,John Doe,A002,Global Traders,3363.94
2023-12-18,A002,Jane Smith,A001,Tech Solutions,5474.93
2023-05-03,A003,John Doe,A001,XYZ Corp,2751.43
2023-05-10,A004,Alice Johnson,A005,Tech Solutions,1764.74
2023-12-14,A005,Charlie Davis,A005,XYZ Corp,3536.35
2023-08-24,A002,Alice Johnson,A005,XYZ Corp,9554.54
2023-11-04,A001,Alice Johnson,A001,Tech Solutions,963.92
2023-01-05,A005,John Doe,A003,ABC Inc,2343.09
2023-03-17,A004,John Doe,A003,ABC Inc,5987.36
2023-08-05,A002,John Doe,A003,ABC Inc,9600.62
2023-10-27,A005,John Doe,A005,123 Services,2271.4
2023-08-13,A004,Jane Smith,A003,Tech Solutions,8506.84
2023-10-31,A005,John Doe,A004,XYZ Corp,5549.33
2023-07-03,A003,Bob Brown,A005,Global Traders,3133.73
2023-02-22,A005,Jane Smith,A005,ABC Inc,7188.21
2023-12-05,A001,John Doe,A003,123 Services,1159.29
2023-08-30,A004,Charlie Davis,A001,123 Services,6830.77
2023-01-22,A001,Bob Brown,A003,123 Services,3643.1
2023-06-27,A005,Jane Smith,A002,Tech Solutions,3526.8
2023-06-18,A004,Bob Brown,A003,Global Traders,4938.92
2023-07-12,A001,Alice Johnson,A001,Tech Solutions,4625.28
2023-01-28,A003,John Doe,A003,XYZ Corp,8504.02
2023-12-14,A001,John Doe,A005,ABC Inc,7996.79
2023-04-21,A005,Alice Johnson,A005,Tech Solutions,2412.25
2023-08-28,A001,Alice Johnson,A001,XYZ Corp,6694.58
2023-04-06,A003,Alice Johnson,A001,XYZ Corp,9902.02
2023-06-18,A004,Alice Johnson,A001,Tech Solutions,1660.78
2023-08-07,A004,Alice Johnson,A004,ABC Inc,9740.35
2023-03-21,A002,Jane Smith,A003,ABC Inc,5819.22
2023-10-04,A002,Bob Brown,A005,Global Traders,9721.11
2023-07-21,A005,Bob Brown,A001,Global Traders,7222.21
2023-01-12,A002,Bob Brown,A004,Global Traders,5963.34
2023-09-27,A001,Jane Smith,A001,123 Services,6476.35
2023-04-10,A001,John Doe,A003,XYZ Corp,2347.76
2023-03-21,A002,Jane Smith,A002,Tech Solutions,9936.95
2023-12-28,A002,John Doe,A005,XYZ Corp,6260.6
2023-02-10,A005,Jane Smith,A004,ABC Inc,6235.8
2023-01-06,A002,Bob Brown,A001,Global Traders,7764.39
2023-06-07,A005,Charlie Davis,A003,Global Traders,222.02
2023-03-03,A003,John Doe,A003,Tech Solutions,3110.01
2023-04-14,A003,Jane Smith,A003,ABC Inc,3132.82
2023-06-15,A005,Charlie Davis,A002,Global Traders,6538.62
2023-09-09,A004,Bob Brown,A005,XYZ Corp,8022.21
2023-01-17,A002,Bob Brown,A002,Tech Solutions,4320.15
2023-02-05,A001,Jane Smith,A003,ABC Inc,3272.32
2023-04-05,A002,Alice Johnson,A002,123 Services,8086.26
2023-09-13,A001,John Doe,A004,Global Traders,5902.73
2023-10-14,A001,John Doe,A002,Global Traders,6808.22
2023-06-29,A003,Charlie Davis,A004,Tech Solutions,5911.05
2023-06-17,A002,Alice Johnson,A001,ABC Inc,1638.79
2023-09-10,A003,Charlie Davis,A001,123 Services,9998.85
2023-06-29,A001,Alice Johnson,A001,123 Services,2087.94
2023-10-21,A005,Alice Johnson,A001,Tech Solutions,6994.55
2023-10-17,A004,Jane Smith,A002,ABC Inc,4105.62
2023-04-02,A003,John Doe,A001,123 Services,2618.95
2023-08-14,A005,Jane Smith,A005,ABC Inc,3442.98
2023-10-29,A001,Bob Brown,A005,Global Traders,2749.6
2023-08-02,A004,Charlie Davis,A003,Global Traders,6188.95
2023-05-18,A005,Bob Brown,A003,ABC Inc,6189.05
2023-11-20,A003,Charlie Davis,A005,123 Services,2716.33
2023-04-25,A003,John Doe,A004,XYZ Corp,6250.19
2023-09-04,A002,Bob Brown,A001,ABC Inc,637.45
2023-08-21,A005,Alice Johnson,A005,Global Traders,8614.66
2023-10-21,A005,Jane Smith,A001,ABC Inc,2086.24
2023-10-05,A002,Alice Johnson,A005,123 Services,2413.83
2023-08-06,A002,Alice Johnson,A004,Tech Solutions,7390.65
2023-08-08,A005,Charlie Davis,A004,123 Services,720.33
2023-05-02,A001,Jane Smith,A001,XYZ Corp,2968.08
2023-08-31,A004,Alice Johnson,A001,Global Traders,128.56
2023-12-31,A003,Jane Smith,A002,ABC Inc,467.87
2023-12-16,A005,John Doe,A004,123 Services,3558.57
2023-07-27,A005,Jane Smith,A003,Global Traders,374.93
2023-09-04,A004,Charlie Davis,A004,XYZ Corp,1880.45
2023-02-19,A005,John Doe,A003,XYZ Corp,5216.15
2023-05-18,A005,Bob Brown,A005,XYZ Corp,7016.08
2023-02-15,A002,John Doe,A002,XYZ Corp,7192.69
2023-07-08,A004,Jane Smith,A004,123 Services,3229.96
2023-02-11,A004,Alice Johnson,A004,Global Traders,5827.65
2023-06-23,A004,Charlie Davis,A001,XYZ Corp,3998.9
2023-05-23,A003,John Doe,A003,XYZ Corp,1298.92
2023-05-23,A002,Alice Johnson,A003,123 Services,9053.05
2023-07-22,A005,Alice Johnson,A005,Tech Solutions,3798.82
2023-05-30,A004,John Doe,A005,XYZ Corp,6760.41
2023-11-19,A004,Jane Smith,A004,XYZ Corp,1198.0
2023-05-15,A001,Charlie Davis,A001,Tech Solutions,1893.61
2023-12-08,A004,Bob Brown,A004,Global Traders,3752.31
2023-04-21,A004,Bob Brown,A002,Tech Solutions,9411.34
2023-06-25,A005,John Doe,A003,Global Traders,5969.31
2023-12-17,A004,Jane Smith,A005,XYZ Corp,5973.67
2023-07-22,A004,Charlie Davis,A004,XYZ Corp,6571.3
2023-03-02,A005,Alice Johnson,A005,Tech Solutions,1889.83
2023-05-26,A001,Charlie Davis,A004,123 Services,9068.74
2023-05-08,A004,Bob Brown,A002,123 Services,5774.88
2023-02-12,A003,John Doe,A005,123 Services,3186.88
2023-04-02,A001,Bob Brown,A004,XYZ Corp,6616.59
2023-09-19,A001,Charlie Davis,A005,Tech Solutions,9124.94
2023-02-13,A004,Bob Brown,A002,XYZ Corp,9041.63
2023-07-06,A003,Jane Smith,A002,XYZ Corp,3528.53
2023-09-11,A004,Alice Johnson,A002,Tech Solutions,9367.93
2023-11-06,A003,John Doe,A002,ABC Inc,5755.66
2023-01-09,A005,Bob Brown,A005,XYZ Corp,3516.37
2023-02-25,A005,Charlie Davis,A002,123 Services,8606.43
2023-09-24,A002,Jane Smith,A003,ABC Inc,9785.83
2023-06-20,A004,Jane Smith,A001,XYZ Corp,4323.17
2023-08-09,A004,John Doe,A003,XYZ Corp,345.15
2023-11-24,A001,Bob Brown,A001,Global Traders,785.01
2023-09-30,A001,John Doe,A005,123 Services,7655.79
2023-02-15,A005,Jane Smith,A004,ABC Inc,1610.67
2023-12-18,A001,Alice Johnson,A001,Tech Solutions,4939.42
2023-07-20,A002,Charlie Davis,A002,Global Traders,1378.89
2023-06-18,A001,Bob Brown,A005,Global Traders,4797.28
2023-10-08,A004,Jane Smith,A004,ABC Inc,3815.24
2023-04-01,A002,Charlie Davis,A005,123 Services,3312.76
2023-09-24,A004,Jane Smith,A005,Global Traders,7092.1
2023-05-13,A004,John Doe,A004,Tech Solutions,2383.69
2023-08-25,A001,John Doe,A001,XYZ Corp,7396.88
2023-12-28,A001,Bob Brown,A003,ABC Inc,6879.69
2023-12-11,A003,Bob Brown,A005,ABC Inc,1508.87
2023-07-27,A002,Jane Smith,A005,XYZ Corp,4008.43
2023-03-31,A001,Alice Johnson,A004,ABC Inc,2499.31
2023-02-28,A002,Jane Smith,A002,ABC Inc,575.07
2023-03-16,A005,Jane Smith,A001,ABC Inc,5578.4
2023-02-26,A004,Alice Johnson,A005,Tech Solutions,3977.46
2023-07-13,A003,Charlie Davis,A004,Global Traders,7509.36
2023-02-22,A001,Alice Johnson,A004,Tech Solutions,6769.11
2023-02-19,A001,Alice Johnson,A002,Tech Solutions,1309.75
2023-07-23,A003,Bob Brown,A002,Global Traders,6376.25
2023-08-03,A002,John Doe,A005,XYZ Corp,5780.39
2023-07-06,A004,Charlie Davis,A005,Global Traders,8180.99
2023-06-30,A004,Jane Smith,A003,XYZ Corp,148.16
2023-10-25,A005,Charlie Davis,A002,Global Traders,8907.47
2023-09-07,A001,Jane Smith,A002,123 Services,7665.48
2023-07-28,A001,Charlie Davis,A005,ABC Inc,5506.97
2023-04-16,A003,Charlie Davis,A005,XYZ Corp,9350.9
2023-09-07,A004,John Doe,A004,XYZ Corp,5384.98
2023-02-05,A003,Bob Brown,A005,XYZ Corp,3137.07
2023-03-19,A002,Alice Johnson,A002,XYZ Corp,6815.95
2023-07-01,A001,John Doe,A005,XYZ Corp,7318.43
2023-01-20,A005,Charlie Davis,A001,123 Services,5689.92
2023-06-24,A002,Jane Smith,A001,ABC Inc,6384.29
2023-11-27,A004,Charlie Davis,A002,XYZ Corp,1056.95
2023-10-11,A005,Charlie Davis,A005,123 Services,1392.05
2023-07-17,A003,Jane Smith,A003,123 Services,8898.45
2023-05-29,A002,Charlie Davis,A002,Global Traders,5935.06
2023-03-07,A001,John Doe,A005,ABC Inc,5632.64
2023-09-13,A003,Alice Johnson,A003,123 Services,5492.82
2023-04-04,A005,Alice Johnson,A004,ABC Inc,9306.94
2023-02-11,A005,Alice Johnson,A001,ABC Inc,4444.11
2023-08-04,A002,Alice Johnson,A005,Global Traders,7772.57
2023-02-14,A002,Alice Johnson,A005,Tech Solutions,4833.55
2023-06-20,A003,Alice Johnson,A002,Global Traders,5020.3
2023-12-09,A002,Jane Smith,A002,Tech Solutions,2427.02
2023-10-08,A004,Charlie Davis,A003,123 Services,1569.49
2023-11-13,A002,John Doe,A001,XYZ Corp,9151.92
2023-10-11,A003,Jane Smith,A005,Tech Solutions,8604.33
2023-01-03,A002,Jane Smith,A005,ABC Inc,1587.27
2023-06-27,A002,John Doe,A002,Tech Solutions,7505.77
2023-10-08,A002,Bob Brown,A002,Global Traders,9495.67
2023-04-13,A002,John Doe,A005,Global Traders,8922.43
2023-09-26,A003,Charlie Davis,A001,123 Services,9058.53
2023-04-23,A003,Bob Brown,A004,XYZ Corp,3419.57
2023-04-23,A001,Jane Smith,A002,123 Services,8380.02
2023-10-19,A002,Bob Brown,A004,Global Traders,3882.24
2023-10-20,A003,Alice Johnson,A003,XYZ Corp,4006.47
2023-04-19,A001,Alice Johnson,A005,Tech Solutions,1283.54
2023-11-30,A005,Bob Brown,A003,ABC Inc,2956.06
2023-11-23,A001,Charlie Davis,A004,123 Services,4188.87
2023-07-20,A002,Bob Brown,A004,Global Traders,3978.43
2023-06-01,A002,Jane Smith,A001,ABC Inc,648.99
2023-08-20,A002,Bob Brown,A002,Tech Solutions,4834.19
2023-06-26,A004,Charlie Davis,A005,123 Services,4142.5
2023-07-10,A002,Charlie Davis,A002,Tech Solutions,8900.17
2023-08-22,A004,Bob Brown,A004,ABC Inc,9414.67
2023-07-06,A003,John Doe,A004,XYZ Corp,7020.84
2023-02-03,A004,Jane Smith,A003,ABC Inc,2672.04
2023-07-28,A001,John Doe,A001,Tech Solutions,7480.25
2023-07-16,A002,Jane Smith,A005,ABC Inc,782.63
2023-07-13,A005,Alice Johnson,A001,Tech Solutions,6866.59
2023-05-15,A002,Charlie Davis,A005,123 Services,7050.11
2023-01-03,A001,Charlie Davis,A005,ABC Inc,9518.72
2023-01-28,A005,Charlie Davis,A001,Tech Solutions,5154.94
2023-05-10,A002,Jane Smith,A002,Global Traders,9855.16
2023-12-22,A003,Charlie Davis,A003,123 Services,7426.71
2023-08-26,A004,Jane Smith,A004,ABC Inc,7956.87
2023-04-07,A001,Bob Brown,A003,Global Traders,7656.23
2023-04-02,A004,John Doe,A004,123 Services,8165.62
2023-08-17,A001,Charlie Davis,A005,123 Services,914.53
2023-12-29,A004,Alice Johnson,A002,XYZ Corp,3720.04
2023-02-13,A003,Bob Brown,A004,Global Traders,3286.18
2023-07-27,A004,Alice Johnson,A003,Tech Solutions,9450.72
2023-07-16,A005,Alice Johnson,A005,ABC Inc,5804.49
2023-09-05,A005,Alice Johnson,A002,XYZ Corp,4932.78
2023-08-04,A003,Alice Johnson,A004,123 Services,8069.34
2023-01-25,A003,Charlie Davis,A004,Tech Solutions,3660.03
2023-07-11,A002,Jane Smith,A004,ABC Inc,1552.94
2023-10-15,A005,John Doe,A004,Tech Solutions,6870.42
2023-03-14,A004,Charlie Davis,A003,Global Traders,1112.97
2023-01-04,A003,Bob Brown,A001,ABC Inc,5788.26
2023-07-14,A004,Charlie Davis,A003,123 Services,3002.81
2023-12-02,A005,John Doe,A002,XYZ Corp,2518.64
2023-09-16,A005,Jane Smith,A002,ABC Inc,2555.49
2023-12-19,A001,Bob Brown,A005,123 Services,5659.84
2023-01-29,A002,Jane Smith,A004,Global Traders,1442.89
2023-07-22,A004,Alice Johnson,A003,ABC Inc,7081.69
2023-02-19,A002,Bob Brown,A002,Global Traders,1173.88
2023-02-13,A005,Bob Brown,A005,Tech Solutions,8743.38
2023-06-02,A004,John Doe,A002,ABC Inc,4398.94
2023-03-27,A005,Charlie Davis,A003,123 Services,852.12
2023-09-18,A002,Bob Brown,A001,Tech Solutions,7465.84
2023-03-16,A004,Alice Johnson,A002,Tech Solutions,9193.05
2023-09-30,A005,Bob Brown,A004,Global Traders,2222.74
2023-10-10,A005,Charlie Davis,A004,123 Services,563.11
2023-01-22,A003,John Doe,A004,XYZ Corp,6617.1
2023-07-09,A005,Alice Johnson,A003,Tech Solutions,1803.48
2023-04-14,A005,Charlie Davis,A004,123 Services,3913.87
2023-11-07,A003,Jane Smith,A005,Global Traders,1296.09
2023-06-06,A005,Charlie Davis,A001,Tech Solutions,7861.85
2023-03-17,A002,Bob Brown,A005,Global Traders,610.56
2023-04-18,A005,Jane Smith,A003,Tech Solutions,2552.67
2023-06-01,A003,Charlie Davis,A001,123 Services,7593.5
2023-09-27,A004,Charlie Davis,A001,123 Services,8993.11
2023-05-02,A001,Jane Smith,A002,ABC Inc,8357.2
2023-10-24,A001,Jane Smith,A002,ABC Inc,7960.53
2023-05-17,A005,Alice Johnson,A005,ABC Inc,2029.24
2023-04-27,A002,Jane Smith,A003,Global Traders,5651.88
2023-11-26,A002,Charlie Davis,A001,123 Services,4734.33
2023-01-11,A001,Jane Smith,A003,XYZ Corp,3795.75
2023-09-11,A005,Charlie Davis,A003,ABC Inc,3717.61
2023-01-05,A001,Bob Brown,A002,123 Services,8394.03
2023-10-31,A004,John Doe,A004,ABC Inc,5869.01
2023-06-02,A001,Charlie Davis,A002,ABC Inc,6946.68
2023-02-14,A001,Alice Johnson,A003,XYZ Corp,7946.52
2023-11-29,A002,Charlie Davis,A001,123 Services,5782.97
2023-10-22,A002,Alice Johnson,A003,123 Services,9016.77
2023-10-02,A003,Alice Johnson,A003,Tech Solutions,9613.99
2023-04-21,A002,Charlie Davis,A002,123 Services,4289.33
2023-02-16,A001,Bob Brown,A003,Tech Solutions,3767.64
2023-11-30,A005,Jane Smith,A003,ABC Inc,4801.55
2023-05-19,A001,Jane Smith,A001,XYZ Corp,196.55
2023-03-12,A003,Alice Johnson,A002,Tech Solutions,4541.29
2023-04-17,A002,Alice Johnson,A004,Tech Solutions,7503.63
2023-06-18,A002,Bob Brown,A003,XYZ Corp,1638.77
2023-04-18,A005,Jane Smith,A005,Tech Solutions,4315.89
2023-10-26,A004,Jane Smith,A004,XYZ Corp,5764.42
2023-12-21,A002,Bob Brown,A002,ABC Inc,5983.14
2023-08-17,A003,Bob Brown,A004,Global Traders,6936.06
2023-05-07,A003,Alice Johnson,A003,XYZ Corp,8891.65
2023-03-03,A002,Bob Brown,A001,XYZ Corp,5544.96
2023-11-28,A001,John Doe,A001,XYZ Corp,7922.39
2023-02-16,A004,Bob Brown,A001,123 Services,6185.49
2023-06-09,A003,Bob Brown,A003,Tech Solutions,9605.19
2023-10-01,A005,Alice Johnson,A004,Tech Solutions,6082.39
2023-07-31,A005,Charlie Davis,A003,123 Services,9785.77
2023-11-14,A003,Jane Smith,A005,Tech Solutions,671.53
2023-09-10,A005,John Doe,A005,XYZ Corp,9537.48
2023-06-05,A005,Jane Smith,A004,ABC Inc,961.03
2023-09-13,A003,Charlie Davis,A003,123 Services,5833.77
2023-12-15,A003,Jane Smith,A002,123 Services,8534.35
2023-11-10,A002,Charlie Davis,A004,Global Traders,6560.13
2023-06-11,A004,Charlie Davis,A005,123 Services,523.23
2023-08-26,A003,Bob Brown,A003,Tech Solutions,4006.49
2023-01-09,A003,John Doe,A001,123 Services,4231.56
2023-12-28,A001,John Doe,A005,XYZ Corp,7772.46
2023-03-19,A001,Jane Smith,A004,ABC Inc,2220.37
2023-01-19,A003,Charlie Davis,A004,Global Traders,8657.77
2023-02-12,A004,Charlie Davis,A002,123 Services,9746.61
2023-02-23,A005,Jane Smith,A005,XYZ Corp,2605.16
2023-08-11,A002,Bob Brown,A003,Global Traders,1577.64
2023-11-17,A002,Bob Brown,A002,Global Traders,9062.4
2023-11-15,A001,Alice Johnson,A002,XYZ Corp,6072.12
2023-05-01,A005,Charlie Davis,A005,123 Services,9466.59
2023-04-17,A003,John Doe,A005,XYZ Corp,6548.53
2023-06-18,A001,Jane Smith,A005,ABC Inc,2598.0
2023-03-01,A001,Charlie Davis,A003,Global Traders,9286.03
2023-05-14,A002,John Doe,A002,Tech Solutions,6627.67
2023-06-04,A005,Alice Johnson,A005,Tech Solutions,5579.37
2023-04-23,A004,John Doe,A005,ABC Inc,1831.98
2023-08-31,A004,Bob Brown,A002,123 Services,8068.83
2023-05-19,A003,Bob Brown,A003,Tech Solutions,5972.19
2023-03-23,A003,Bob Brown,A005,ABC Inc,3135.04
2023-01-03,A004,Jane Smith,A002,ABC Inc,8794.74
2023-07-30,A004,John Doe,A005,Global Traders,3765.72
2023-04-03,A005,Jane Smith,A001,Tech Solutions,1858.51
2023-03-26,A002,John Doe,A005,XYZ Corp,6730.39
2023-06-28,A004,Jane Smith,A004,ABC Inc,7529.0
2023-12-11,A005,Charlie Davis,A002,ABC Inc,3275.04
2023-01-20,A004,Jane Smith,A004,XYZ Corp,880.75
2023-06-13,A002,John Doe,A005,ABC Inc,8669.15
2023-12-31,A005,Jane Smith,A005,Global Traders,9654.39
2023-03-12,A004,Bob Brown,A001,Global Traders,3505.59
2023-08-11,A001,Bob Brown,A002,ABC Inc,7926.55
2023-09-11,A001,Alice Johnson,A005,123 Services,4111.72
2023-09-04,A004,John Doe,A002,Global Traders,1431.62
2023-09-28,A002,Charlie Davis,A004,ABC Inc,3966.54
2023-06-29,A003,John Doe,A003,Tech Solutions,1386.55
2023-05-23,A001,Jane Smith,A003,ABC Inc,4579.85
